ID	HMDB_ID	standard_metName	metName	Gene_name	Protein_name	Evidence	Annotation
711	HMDB0015532	Zinc	Zinc	GABRA6	Gamma-aminobutyric acid receptor subunit alpha-6	Cellinker	Receptor
712	HMDB0015532	Zinc	Zinc	GLRA1	Glycine receptor subunit alpha-1	Cellinker	Receptor
713	HMDB0015532	Zinc	Zinc	GLRA3	Glycine receptor subunit alpha-3	Cellinker	Receptor
714	HMDB0015532	Zinc	Zinc	GLRB	Glycine receptor subunit beta	Cellinker	Receptor
715	HMDB0015532	Zinc	Zinc	GPR39	G-protein coupled receptor 39	Cellinker	Receptor
716	HMDB0015532	Zinc	Zinc	TRPM1	Transient receptor potential cation channel subfamily M member 1	Cellinker	Receptor; Channel
717	HMDB0015532	Zinc	Zinc	TRPM2	Transient receptor potential cation channel subfamily M member 2	Cellinker	Receptor
718	HMDB0015532	Zinc	Zinc	ZACN	Zinc-activated ligand-gated ion channel	Cellinker	Channel
719	HMDB0000031	Androsterone	Androsterone	NR1H4	Bile acid receptor	CellPhoneDB	Nuclear Receptor
720	HMDB0000151	Estradiol	Estradiol	GPER1	G-protein coupled estrogen receptor 1	CellPhoneDB	Receptor
721	HMDB0000151	Estradiol	Estradiol	NR1I2	Nuclear receptor subfamily 1 group I member 2	CellPhoneDB	Nuclear Receptor
722	HMDB0000253	Pregnenolone	Pregnenolone	NR1I2	Nuclear receptor subfamily 1 group I member 2	CellPhoneDB	Nuclear Receptor
723	HMDB0004666	MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)	MG(0:0/20:4(5Z,8Z,11Z,14Z)/0:0)	CNR1	Cannabinoid receptor 1	CellPhoneDB	Receptor
724	HMDB0002719	Desmosterol	Desmosterol	NR1H2	Oxysterols receptor LXR-beta	CellPhoneDB	Receptor
725	HMDB0002719	Desmosterol	Desmosterol	NR1H3	Oxysterols receptor LXR-alpha	CellPhoneDB	Nuclear Receptor
726	HMDB0001032	Dehydroepiandrosterone sulfate	Dehydroepiandrosterone sulfate	PPARA	Peroxisome proliferator-activated receptor alpha	CellPhoneDB	Nuclear Receptor
727	HMDB0001032	Dehydroepiandrosterone sulfate	Dehydroepiandrosterone sulfate	PPARD	Peroxisome proliferator-activated receptor delta	CellPhoneDB	Receptor
728	HMDB0001032	Dehydroepiandrosterone sulfate	Dehydroepiandrosterone sulfate	PPARG	Peroxisome proliferator-activated receptor gamma	CellPhoneDB	Nuclear Receptor
729	HMDB0000077	Dehydroepiandrosterone	Dehydroepiandrosterone	ESR1	Estrogen receptor	CellPhoneDB	Nuclear Receptor
730	HMDB0000077	Dehydroepiandrosterone	Dehydroepiandrosterone	NR1I2	Nuclear receptor subfamily 1 group I member 2	CellPhoneDB	Nuclear Receptor
731	HMDB0000077	Dehydroepiandrosterone	Dehydroepiandrosterone	PPARA	Peroxisome proliferator-activated receptor alpha	CellPhoneDB	Nuclear Receptor
732	HMDB0003759	5a-Pregnane-3,20-dione	5a-Pregnane-3,20-dione	PGR	Progesterone receptor	CellPhoneDB	Nuclear Receptor
733	HMDB0003080	Leukotriene D4	Leukotriene D4	CYSLTR1	Cysteinyl leukotriene receptor 1	CellPhoneDB	Receptor
734	HMDB0003080	Leukotriene D4	Leukotriene D4	CYSLTR2	Cysteinyl leukotriene receptor 2	CellPhoneDB	Receptor
735	HMDB0003080	Leukotriene D4	Leukotriene D4	GPR17	Uracil nucleotide/cysteinyl leukotriene receptor	CellPhoneDB	Receptor
736	HMDB0005087	6-trans-Leukotriene B4	6-trans-Leukotriene B4	GPR17	Uracil nucleotide/cysteinyl leukotriene receptor	CellPhoneDB	Receptor
737	HMDB0005087	6-trans-Leukotriene B4	6-trans-Leukotriene B4	LTB4R	Leukotriene B4 receptor 1	CellPhoneDB	Receptor
738	HMDB0005087	6-trans-Leukotriene B4	6-trans-Leukotriene B4	LTB4R2	Leukotriene B4 receptor 2	CellPhoneDB	Receptor
739	HMDB0004234	12-Keto-leukotriene B4	12-Keto-leukotriene B4	LTB4R	Leukotriene B4 receptor 1	CellPhoneDB	Receptor
740	HMDB0004234	12-Keto-leukotriene B4	12-Keto-leukotriene B4	LTB4R2	Leukotriene B4 receptor 2	CellPhoneDB	Receptor
741	HMDB0012587	15-Epi-lipoxin A4	15-Epi-lipoxin A4	CYSLTR1	Cysteinyl leukotriene receptor 1	CellPhoneDB	Receptor
742	HMDB0012587	15-Epi-lipoxin A4	15-Epi-lipoxin A4	FPR2	N-formyl peptide receptor 2	CellPhoneDB	Receptor
743	HMDB0001139	Prostaglandin F2a	Prostaglandin F2a	PTGFR	Prostaglandin F2-alpha receptor	CellPhoneDB	Receptor
744	HMDB0001220	Prostaglandin E2	Prostaglandin E2	PTGER3	Prostaglandin E2 receptor EP3 subtype	CellPhoneDB	Receptor
745	HMDB0000265	Liothyronine	Liothyronine	THRA	Thyroid hormone receptor alpha	CellPhoneDB	Nuclear Receptor
746	HMDB0000265	Liothyronine	Liothyronine	THRB	Thyroid hormone receptor beta	CellPhoneDB	Nuclear Receptor
747	HMDB0001335	Prostaglandin I2	Prostaglandin I2	PTGIR	Prostacyclin receptor	CellPhoneDB	Receptor
748	HMDB0000259	Serotonin	Serotonin	HTR3C	5-hydroxytryptamine receptor 3C	CellChat	Receptor
749	HMDB0000259	Serotonin	Serotonin	HTR3E	5-hydroxytryptamine receptor 3E	CellChat	Receptor
750	HMDB0000259	Serotonin	Serotonin	HTR3D	5-hydroxytryptamine receptor 3D	CellChat	Receptor
751	HMDB0001198	Leukotriene C4	Leukotriene C4	CYSLTR1	Cysteinyl leukotriene receptor 1	CellChat	Receptor
752	HMDB0003080	Leukotriene D4	Leukotriene D4	CYSLTR1	Cysteinyl leukotriene receptor 1	CellChat	Receptor
753	HMDB0002200	Leukotriene E4	Leukotriene E4	CYSLTR1	Cysteinyl leukotriene receptor 1	CellChat	Receptor
754	HMDB0001198	Leukotriene C4	Leukotriene C4	CYSLTR2	Cysteinyl leukotriene receptor 2	CellChat	Receptor
755	HMDB0003080	Leukotriene D4	Leukotriene D4	CYSLTR2	Cysteinyl leukotriene receptor 2	CellChat	Receptor
756	HMDB0002200	Leukotriene E4	Leukotriene E4	CYSLTR2	Cysteinyl leukotriene receptor 2	CellChat	Receptor
757	HMDB0000259	Serotonin	Serotonin	HTR1F	5-hydroxytryptamine receptor 1F	CellChat	Receptor
758	HMDB0000259	Serotonin	Serotonin	HTR5A	5-hydroxytryptamine receptor 5A	CellChat	Receptor
759	HMDB0000259	Serotonin	Serotonin	HTR7	5-hydroxytryptamine receptor 7	CellChat	Receptor
760	HMDB0005087	6-trans-Leukotriene B4	6-trans-Leukotriene B4	LTB4R	Leukotriene B4 receptor 1	CellChat	Receptor
761	HMDB0005087	6-trans-Leukotriene B4	6-trans-Leukotriene B4	LTB4R2	Leukotriene B4 receptor 2	CellChat	Receptor
762	HMDB0001220	Prostaglandin E2	Prostaglandin E2	PTGER3	Prostaglandin E2 receptor EP3 subtype	CellChat	Receptor
763	HMDB0001139	Prostaglandin F2a	Prostaglandin F2a	PTGFR	Prostaglandin F2-alpha receptor	CellChat	Receptor
764	HMDB0001335	Prostaglandin I2	Prostaglandin I2	PTGIR	Prostacyclin receptor	CellChat	Receptor
765	HMDB0003759	5a-Pregnane-3,20-dione	5a-Pregnane-3,20-dione	PGR	Progesterone receptor	CellChat	Nuclear Receptor
766	HMDB0000031	Androsterone	Androsterone	NR1H4	Bile acid receptor	CellChat	Nuclear Receptor
767	HMDB0000253	Pregnenolone	Pregnenolone	NR1I2	Nuclear receptor subfamily 1 group I member 2	CellChat	Nuclear Receptor
768	HMDB0001043	Arachidonic acid	Arachidonic acid	SLCO2A1	Solute carrier organic anion transporter family member 2A1	Cellinker	Transporter
769	HMDB0001043	Arachidonic acid	Arachidonic acid	ANXA2	Annexin A2	Cellinker	Receptor
770	HMDB0001043	Arachidonic acid	Arachidonic acid	S100A10	Protein S100-A10	Cellinker	Receptor
771	HMDB0001043	Arachidonic acid	Arachidonic acid	LRRC8A	Volume-regulated anion channel subunit LRRC8A	Cellinker	Channel
772	HMDB0001043	Arachidonic acid	Arachidonic acid	LRRC8B	Volume-regulated anion channel subunit LRRC8B	Cellinker	Channel
773	HMDB0001043	Arachidonic acid	Arachidonic acid	LRRC8C	Volume-regulated anion channel subunit LRRC8C	Cellinker	Channel
774	HMDB0001043	Arachidonic acid	Arachidonic acid	LRRC8D	Volume-regulated anion channel subunit LRRC8D	Cellinker	Channel
775	HMDB0001043	Arachidonic acid	Arachidonic acid	LRRC8E	Volume-regulated anion channel subunit LRRC8E	Cellinker	Channel
776	HMDB0003178	Heme	Heme	SLC48A1	Heme transporter HRG1	18418376	Transporter
777	HMDB0000125	Glutathione	Glutathione	SLC22A6	Solute carrier family 22 member 6	39442522	Transporter
778	HMDB0000125	Glutathione	Glutathione	SLC22A8	Organic anion transporter 3	39442522	Transporter
779	HMDB0000125	Glutathione	Glutathione	SLC13A3	Na(+)/dicarboxylate cotransporter 3	39442522	Transporter
780	HMDB0003337	Oxidized glutathione	Oxidized glutathione	CASR	Extracellular calcium-sensing receptor	35054903	Receptor
781	HMDB0000125	Glutathione	Glutathione	CASR	Extracellular calcium-sensing receptor	35054903	Receptor
782	HMDB0003178	Heme	Heme	FLVCR2	Feline leukemia virus subgroup C receptor-related protein 2	20823265	Transporter
783	HMDB0000060	Acetoacetic acid	Acetoacetate	SLC16A1	Monocarboxylate transporter 1	25390740; 35729663; 23506875	Transporter
784	HMDB0000011	3-Hydroxybutyric acid	3-Hydroxybutyric acid	SLC16A1	Monocarboxylate transporter 1	25390740; 35729663; 23506875	Transporter
785	HMDB0000060	Acetoacetic acid	Acetoacetate	SLC16A7	Monocarboxylate transporter 2	22131303; https://en.wikipedia.org/wiki/Monocarboxylate_transporter_2	Transporter
786	HMDB0000011	3-Hydroxybutyric acid	3-Hydroxybutyric acid	SLC16A7	Monocarboxylate transporter 2	22131303; https://en.wikipedia.org/wiki/Monocarboxylate_transporter_2	Transporter
787	HMDB0000060	Acetoacetic acid	Acetoacetate	SLC16A3	Monocarboxylate transporter 4	32144120; 23506875	Transporter
788	HMDB0000011	3-Hydroxybutyric acid	3-Hydroxybutyric acid	SLC16A3	Monocarboxylate transporter 4	32144120; 23506875	Transporter
789	HMDB0000011	3-Hydroxybutyric acid	3-Hydroxybutyric acid	SLC16A6	Monocarboxylate transporter 7	32144120; 22302940; 38132294	Transporter
790	HMDB0000060	Acetoacetic acid	Acetoacetate	FFAR2	Free fatty acid receptor 2	31685604; https://en.wikipedia.org/wiki/Free_fatty_acid_receptor_2	Receptor
791	HMDB0000042	Acetic acid	Acetate	FFAR2	Free fatty acid receptor 2	31337751; 34845033; 32997697	Receptor
792	HMDB0000011	3-Hydroxybutyric acid	3-Hydroxybutyric acid	HCAR2	Hydroxycarboxylic acid receptor 2	31685604; 35649469	Receptor
793	HMDB0000011	3-Hydroxybutyric acid	3-Hydroxybutyric acid	FFAR3	Free fatty acid receptor 3	31685604; 21518883	Receptor
